filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_linuxarchia64hpcommonsba_iommu.c_ptr_to_pide.c,13,13,7,7,7,7,7,7,621834887,621834887,621834887,621834887
extr_linuxarchsparcmminit_64.c_in_obp_range.c,17,17,10,10,10,10,10,10,0,0,0,0
extr_mongoosemongoose.c_mg_is_ws_control_frame.c,19,19,14,14,14,14,14,14,1,1,1,1
extr_linuxdriversgpudrmmsmdispmdp4mdp4_kms.h_dma2err.c,20,20,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_VFD_CONTROL_3_REGID_VTXCNT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundsocintelatomsst-atom-controls.c_is_sst_dapm_widget.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxdrivershwmonpmbusmax31785.c_max31785_scale_pwm.c,9,9,13,13,8,8,13,13,100,100,100,100
extr_linuxdriverslightnvmpblk.h_pblk_ppa_comp.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetethernetcaviumthundernic.h_pass1_silicon.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_redisdepsjemallocsrcctl.c_ctl_arena_stats_read_u64.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactosbasesystemdiskpartmerge.c_merge_main.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_ccvserveebb_request_parser.c_ebb_request_parser_has_error.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversiiopressurebmp280-core.c_bmp280_compensate_temp.c,45,45,22,22,22,22,22,22,-1,-1,-1,-1
extr_linuxsoundpciymfpciymfpci.c_snd_ymfpci_create_gameport.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxtoolslibtraceeventevent-parse.h_tep_get_long_size.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_mpvstreamtvi_v4l2.c_fcc_vl2mp.c,14,14,8,8,8,8,8,8,255,255,255,255
extr_linuxdriversppskc.h_pps_kc_bind.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_FFmpeglibavcodecjpegls.c_iso_clip.c,16,16,9,9,9,9,9,9,255,255,255,255
extr_linuxtoolsperftestscode-reading.c_hex.c,17,17,15,15,15,15,15,15,4294967240,4294967240,4294967240,4294967240
extr_linuxdriversscsilibsassas_event.c_sas_init_events.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetdsamv88e6xxxglobal2.h_mv88e6xxx_g2_device_mapping_write.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxtoolsperfutilintel-pt-decoder....utiltarget.h_target__has_cpu.c,13,13,7,7,8,8,7,7,1,1,1,1
extr_linuxsoundsoccodecstfa9879.c_tfa9879_volatile_reg.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxnetdccpdccp.h_before48.c,16,16,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmtdnandrawbrcmnandbrcmnand.c_has_flash_dma.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_radare2libranal..includer_endian.h_UT64_MUL.c,17,17,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_ACTIVE_VSYNC_START.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxfsdlmlock.c_middle_conversion.c,15,15,13,13,20,20,20,20,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VFD_FETCH_SIZE.c,8,8,5,5,5,5,5,5,59400,59400,59400,59400
extr_linuxnetopenvswitchflow_netlink.c_check_attr_len.c,14,14,13,13,13,13,13,13,1,1,1,1
extr_reactosmodulesrosappsapplicationsnettsclientrdesktoprdpsnd_oss.c_wave_out_format_supported.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_darwin-xnuosfmkvmvm_object.c_vm_object_lock_avoid.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_jqsrcjv.c_jv_object_iter_valid.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_darwin-xnuosfmkvmlz4.c_clamp.c,12,12,7,7,7,7,7,7,255,255,255,255
extr_linuxarchmipskvmvz.c_kvm_vz_config3_guest_wrmask.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_FS_OBJ_OFFSET_REG_SHADEROBJOFFSET.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversi2cbussesi2c-pxa.c_i2c_pxa_functionality.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_radare2librasmpasm_lm32.c_is_invalid_one_reg_instr.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxarchs390pcipci_dma.c_s390_mapping_error.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_SRC_UNPACK_ELEM2.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverspowersupplyadp5061.c_adp5061_prop_writeable.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetintelfm10kfm10k_netdev.c_fm10k_host_mbx_ready.c,21,21,11,11,10,10,11,11,1,1,1,1
extr_h2odepslibyrmcdssocket.c_yrmcds_fileno.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_swayswaybartrayicon.c_validate_icon_theme.c,26,26,14,14,14,14,14,14,1,1,1,1
extr_linuxsoundpciice1712delta.c_ap_cs8427_probeaddr.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetethernetamdxgbexgbe-drv.c_xgbe_rx_dirty_desc.c,9,9,6,6,6,6,6,6,250,250,250,250
extr_FFmpeglibavfilterqsvvpp.c_frame_lock.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnizbardecoder.h_decode_e.c,25,25,17,17,17,17,17,17,-1,-1,-1,-1
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_br4_decode.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_RENDER_COMPONENTS_RT6.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_SW_PIX_EXT_LR_RIGHT_RPT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsounddriversvxvx_mixer.c_vx_iec958_info.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_opensslcryptodsodso_lib.c_DSO_flags.c,11,11,7,7,7,7,7,7,479,479,479,479
extr_darwin-xnubsdkernkern_aio.c_should_cancel.c,23,23,16,16,14,14,14,14,0,0,0,0
extr_linuxdriversinfinibandhwmlx5qp.c_is_qp0.c,10,10,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversstagingcomedidriversni_pcidio.c_secondary_DMAChannel_bits.c,8,8,6,6,6,6,6,6,12,12,12,12
extr_linuxdriversusbhostdwc_common_portdwc_common_fbsd.c_DWC_BE16_TO_CPU.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxsoundpcirme9652hdsp.c_hdsp_set_use_midi_tasklet.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxsoundppcdaca.c_daca_info_volume.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxfsext4indirect.c_all_zeroes.c,18,18,12,12,11,11,12,12,0,0,0,0
extr_linuxdriversscsilpfclpfc_attr.c_lpfc_request_firmware_upgrade_init.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_link.c_bnx2x_null_format_ver.c,14,14,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversmfdtwl6040.c_twl6040_get_sysclk.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.h_dwc_otg_hcd_is_pipe_isoc.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverscryptomediatekmtk-aes.c_mtk_aes_padlen.c,17,17,10,10,10,10,10,10,18446744073709551361,18446744073709551361,18446744073709551361,18446744073709551361
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_COPY_DEST_INFO_DITHER_MODE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmradeonradeon_asic.c_radeon_invalid_get_allowed_info_register.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmi915i915_debugfs.c_get_global_flag.c,12,12,8,8,8,8,8,8,z,z,z,z
extr_linuxsoundsoccodecsrt5663.c_rt5663_readable_register.c,14,14,8,8,8,8,8,8,1,1,1,1
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_78.c,18,18,14,14,15,15,14,14,427,427,427,427
extr_linuxdriverscharipmiipmi_si_intf.c_current_global_enables.c,42,42,28,28,28,28,28,28,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_HLSQ_HS_CONFIG_SHADEROBJOFFSET.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversthunderboltdma_port.c_status_to_errno.c,23,23,13,13,13,13,13,13,0,0,0,0
extr_linuxdrivershwtracingcoresightcoresight-etm4x.c_etm4_arch_supported.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverspcicontrollerdwc....pci.h_pci_dev_specific_disable_acs_redir.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_reactosdllwin32gdiplusgraphics.c_positive_ceilf.c,16,16,16,16,16,16,16,16,16777216,16777216,16777216,16777216
extr_emscriptensystemliblibcmuslsrcthreadpthread_condattr_setpshared.c_pthread_condattr_setpshared.c,12,12,7,7,8,8,7,7,0,0,0,0
extr_php-srcextmbstringlibmbflfiltersmbfilter_sjis_mobile.c_mbfilter_sjis_emoji_docomo2unicode.c,15,15,10,10,10,10,10,10,255,255,255,255
extr_linuxdriversatapata_ftide010.c_pata_ftide010_gemini_init.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxtoolsperfutilthread-stack.c_callchain_context.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_halbtc_is_wifi_busy.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpuhost1xhwhw_host1x05_uclass.h_host1x_uclass_indoff_indmodid_f.c,8,8,6,6,6,6,6,6,66846720,66846720,66846720,66846720
extr_linuxdriversinfinibandhwocrdmaocrdma_hw.c_ocrdma_get_mbx_cqe_errno.c,18,18,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversnetwirelessmediatekmt76mt76x2_eeprom.c_field_valid.c,15,15,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversvideofbdev68328fb.c_mc68x328fb_pan_display.c,30,30,18,18,20,20,19,19,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.h_msm_dsi_device_connected.c,13,13,7,7,8,8,7,7,1,1,1,1
extr_linuxdriversttyserialmeson_uart.c_meson_uart_verify_port.c,29,29,15,15,15,15,15,15,0,0,0,0
extr_linuxmmzsmalloc.c_is_zspage_isolated.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_numpynumpycoresrcnpymathhalffloat.c_npy_half_signbit.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_mongooseexamplesPIC32mqtt_clientfirmwaresrcsystem_configmx795_CC3100_e16frameworkdriverspistaticsrcdrv_spi_static_sys_queue.c_DRV_SPI_SYS_QUEUE_QueueManagerStatus.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_reactosdlldirectxwined3dcompiler_43bytecodewriter.c_d3d9_swizzle.c,119,119,94,94,94,94,94,94,0,0,0,0
extr_linuxcryptoaes_ti.c_mul_by_x2.c,24,24,16,16,15,15,16,16,209,209,209,209
extr_linuxtoolslibtraceeventevent-parse.h_tep_is_latency_format.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_emscriptentestssqlitesqlite3.c_sqlite3_stmt_readonly.c,12,12,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_DEPTH_PITCH2.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetethernetcadencemacb.h_gem_has_ptp.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversiiolightopt3001.c_opt3001_get_int_time.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxfsxfslibxfsxfs_da_format.h_xfs_dir2_sf_hdr_size.c,13,13,9,9,9,9,9,9,4,4,4,4
extr_radare2libriopio_gprobe.c___lseek.c,32,32,16,16,16,16,16,16,255,255,255,255
extr_linuxarchc6xkernelprocess.c_get_wchan.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactosdllwin32msiaction.c_ACTION_FileCost.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmi915i915_pmu.c_engine_event_instance.c,10,10,8,8,8,8,8,8,223,223,223,223
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp1254.c_mbfl_filt_ident_cp1254.c,13,13,10,10,10,10,10,10,255,255,255,255
extr_rufussrcext2fskernel-list.h_list_empty.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_kittykittygraphics.c_trim_predicate.c,18,18,9,9,10,10,9,9,0,0,0,0
extr_linuxdriversnetethernetchelsiocxgb4cxgb4.h_is_bypass_device.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmmccorecore.c_mmc_sd_erase_timeout.c,20,20,13,13,13,13,13,13,122374,122374,122374,122374
extr_linuxnetvmw_vsockhyperv_transport.c_hvs_get_buffer_size.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_memcachedcrc32c.c_gf2_matrix_times.c,25,146,17,87,13,71,17,87,109798,109798,109798,109798
extr_linuxdriversnetwirelesstiwlcorerx.c_wlcore_rx_get_buf_size.c,17,17,16,16,16,16,16,16,0,0,0,0
extr_darwin-xnuosfmkkperfaction.c_kperf_action_set_samplers.c,13,13,8,8,9,9,8,8,0,0,0,0
extr_darknetexamplesgo.c_occupied.c,15,15,10,10,11,11,10,10,1,1,1,1
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cu..pci.h_calc_fifo_space.c,17,17,10,10,10,10,10,10,254,254,254,254
extr_linuxdriversvideofbdevkyroSTG4000OverlayDevice.c_Overlap.c,24,4066,15,1793,13,2047,46,1300,247,247,247,247
extr_linuxarchpowerpcplatforms52xxlite5200_pm.c_lite5200_pm_valid.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxarchsparckernelchmc.c_syndrome_to_qword_code.c,17,17,15,15,13,13,15,15,115,115,115,115
extr_linuxdriversnetwirelessintelipw2x00libipw.h_libipw_is_valid_mode.c,20,20,11,11,12,12,11,11,0,0,0,0
extr_linuxdriversgpudrmexynosexynos_drm_g2d.c_g2d_get_buf_bpp.c,30,30,5,5,5,5,5,5,1,1,1,1
extr_libgit2srctsort.c_compute_minrun.c,20,33,19,26,13,22,19,26,64,64,64,64
extr_linuxdriverswatchdognic7018_wdt.c_nic7018_timeout.c,16,16,11,11,10,10,11,11,64898,64898,64898,64898
extr_linuxsoundfirewirebebob..amdtp-stream.h_cip_sfc_is_base_44100.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmomapdrmdsshdmi_common.c_hdmi_compute_acr.c,47,47,18,18,26,26,18,18,0,0,0,0
extr_linuxarchalphakerneltraps.c_s_reg_to_mem.c,12,12,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversthermalx86_pkg_temp_thermal.c_sys_get_trip_type.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriverss390blockdasd_diag.c_dasd_diag_erp_postaction.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_FFmpeglibavutiltimecode.c_fps_from_frame_rate.c,22,22,18,18,18,18,18,18,0,0,0,0
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_get_csum_requested.c,22,22,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A5XX_CP_EXEC_CS_INDIRECT_2_ADDR_HI.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmddm.c_get_num_write_same_bios.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxmmmemcontrol.c_mem_cgroup_move_swap_account.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetwirelessathwcn36xxsmd.c_is_cap_supported.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_h2odepspicotlsdepscifrasrcbitops.h_mask_u8.c,19,19,11,11,11,11,11,11,1,1,1,1
extr_linuxarchx86kvmlapic.h_kvm_lowest_prio_delivery.c,18,18,11,11,10,10,11,11,1,1,1,1
extr_reactosdllwin32urlmonftp.c_FtpProtocol_end_request.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_resource.c_nfp_resource_address.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxfsufsdir.c_ufs_last_byte.c,22,22,11,11,11,11,11,11,0,0,0,0
extr_linuxdriverscryptomarvellhash.c_mv_cesa_ahash_pad_len.c,18,18,12,12,12,12,12,12,56,56,56,56
extr_reactoswin32ssgdigdi32winemfdrvdc.c_MFDRV_StrokeAndFillPath.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_GS_CTRL_REG0_HALFREGFOOTPRINT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmfdsi476x-i2c.c_si476x_core_has_diversity.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_obs-studiolibobsaudio-monitoringwin32....graphicsgraphics.h_gs_is_compressed_format.c,13,13,13,13,13,13,13,13,1,1,1,1
extr_stbdeprecatedstb_image.c_high_bit.c,39,39,33,33,34,34,33,33,7,7,7,7
extr_wcdbrepairsqliterk_pager.c_sqliterkPagerIsPagenoValid.c,17,17,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversmediacommonsianosmsdvb-main.c_sms_to_bw.c,6,6,5,5,5,5,5,5,255000000,255000000,255000000,255000000
extr_nginxsrccorengx_inet.c_ngx_inet_wildcard.c,11,11,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_PC_RASTER_CNTL_POLYMODE_BACK_PTYPE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversedaci5100_edac.c_i5100_spddata_data.c,7,7,5,5,5,5,5,5,255,255,255,255
extr_kittyglfwnull_monitor.c__glfwPlatformGetGammaRamp.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_mimikatzmodulessqlite3_omit.c_sqlite3_expired.c,18,18,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversmediai2cov5670.c_ov5670_enum_mbus_code.c,15,15,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversinputkeyboardatkbd.c_atkbd_oqo_01plus_scancode_fixup.c,13,13,9,9,9,9,9,9,255,255,255,255
extr_reactosbaseapplicationsnetworknslookuputility.c_RCodeIDtoRCodeName.c,15,15,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_CMD_CFG1_WR_MEM_START.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsounddriversvxvx_mixer.c_vx_audio_gain_info.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_AUDIO_CFG_FIFO_WATERMARK.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_jqsrclexer.c_jq_yyget_lineno.c,12,12,7,7,7,7,7,7,0,0,0,0
extr_FFmpeglibavfiltervf_paletteuse.c_dither_value.c,33,33,26,26,26,26,26,26,21,21,21,21
extr_linuxdriversinfinibandhwvmw_pvrdmapvrdma_verbs.h_pvrdma_mtu_enum_to_int.c,13,13,5,5,5,5,5,5,-1,-1,-1,-1
extr_linuxdriversnetwirelessralinkrt2x00rt2800usb.c_rt2800usb_hwcrypt_disabled.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriverss390netqeth_l2_main.c_qeth_bridgeport_is_in_use.c,13,13,7,7,7,7,7,7,1,1,1,1
extr_linuxdrivershwmonpc87427.c_pwm_enable_to_reg.c,19,19,9,9,9,9,9,9,0,0,0,0
extr_linuxtoolsperfutils390-cpumsf.c_s390_cpumsf_reached_trailer.c,20,20,13,13,13,13,13,13,1,1,1,1
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_bw_from_sta_bw.c,15,15,10,10,10,10,10,10,0,0,0,0
extr_linuxsoundsocintelhaswellsst-haswell-ipc.c_msg_get_notify_reason.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x01_sync.h_host1x_sync_mlock_owner_r.c,8,8,6,6,6,6,6,6,832,832,832,832
extr_torch7libTHTHMemoryFile.c_THMemoryFile_isOpened.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetNextLineSize.c,15,15,7,7,11,11,7,7,1,1,1,1
extr_reactoswin32ssgdidibalphablend.c_Clamp8.c,10,10,7,7,7,7,7,7,255,255,255,255
extr_linuxarchx86platformintel-quarkimr.c_imr_raw_size.c,7,7,6,6,6,6,6,6,255,255,255,255
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_14nm_PHY_LN_TIMING_CTRL_6_HS_PREPARE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_raspberry-pi-osexerciseslesson044avenitosrcprintf.c_a2d.c,17,17,17,17,17,17,17,17,-1,-1,-1,-1
extr_linuxsoundfirewiredice..amdtp-stream.h_amdtp_stream_pcm_running.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_gitcolumn.h_column_active.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_linuxsoundi2cotherak4117.c_snd_ak4117_spdif_info.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxarchx86eventsinteluncore_snbep.c_skx_cha_filter_mask.c,59,59,29,29,29,29,29,29,0,0,0,0
extr_obs-studiotesttest-inputsync-pair-aud.c_whitelist_time.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolsperfuistdio....utilcpumap.h_cpu_map__id_to_socket.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetciscoenicenic.h_enic_msix_err_intr.c,9,9,6,6,6,6,6,6,708,708,708,708
extr_linuxdriversfsifsi-scom.c_scom_llseek.c,20,20,11,11,11,11,11,11,0,0,0,0
extr_linuxfsromfsinternal.h_romfs_maxsize.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversmediadvb-frontendss5h1420.c_s5h1420_get_tune_settings.c,42,42,28,28,24,24,28,28,0,0,0,0
extr_linuxdriverspinctrlfreescalepinctrl-mxs.c_mxs_pinconf_set.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversatalibata-eh.c_ata_lookup_timeout_table.c,11,11,8,8,12,12,8,8,-1,-1,-1,-1
extr_nodemcu-firmwareappsqlite3sqlite3.c_sqlite3_system_errno.c,12,12,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_MRT_BLEND_CONTROL_ALPHA_SRC_FACTOR.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c,33,168,21,91,21,100,68,68,65280,65280,65280,65280
extr_reactosntoskrnlkdbgkdb_cli.c_KdbpCmdBugCheck.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_FFmpeglibavcodecmss2.c_arith2_get_scaled_value.c,17,17,12,12,12,12,12,12,255,255,255,255
extr_darwin-xnubsdnetnecp.c_necp_get_last_interface_index_from_packet.c,15,15,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversvideobacklightpm8941-wled.c_pm8941_wled_num_strings_values_fn.c,7,7,5,5,5,5,5,5,256,256,256,256
extr_linuxarchx86kvmvmx.c_nested_cpu_has.c,9,9,6,6,6,6,6,6,223,223,223,223
extr_linuxdriversgpudrmnouveaudispnv50wndw.c_nv50_wndw_notify.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxnetnetfilteripvsip_vs_xmit.c___tun_gso_type_mask.c,16,16,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversinfinibandhwhnshns_roce_main.c_hns_roce_query_pkey.c,12,12,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_VID_CFG0_TRAFFIC_MODE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmi915i915_drv.h_intel_vgpu_active.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversw1w1.c_w1_master_probe.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_reactosbasesystemdiskpartexpand.c_expand_main.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_raspberry-pi-osexerciseslesson011evopensrcmini_uart.c_get_reg_baud.c,12,12,9,9,9,9,9,9,124999,124999,124999,124999
extr_reactossdklibcrtmbstringmbsncoll.c_colldif.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxsoundpciice1712pontis.c_wm_adc_vol_info.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_emscriptentestsluasrclcode.c_luaK_getlabel.c,11,11,6,6,6,6,6,6,229,229,229,229
extr_h2odepspicohttpparserpicohttpparser.c_decode_hex.c,22,22,15,15,15,15,15,15,-1,-1,-1,-1
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_LRZ_BUFFER_PITCH_ARRAY_PITCH.c,10,10,9,9,9,9,9,9,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_xt_wbr15_label_rtoa.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SU_POINT_MINMAX_MAX.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversinputmousealps.c_alps_check_valid_firmware_id.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversmediaplatformam437xam437x-vpfe.c_vpfe_ccdc_get_pixel_format.c,17,17,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversnetethernetnetronomenfpflower..nfpcorenfp_cpp.h_NFP_CPP_ID_ACTION_of.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriverswatchdogwatchdog_pretimeout.h_watchdog_pretimeout_available_governors_get.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxkernelschedrt.c_sched_rt_runtime.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_tenginesrchttpmodulesngx_http_mp4_module.c_ngx_http_mp4_atofp.c,40,40,33,33,31,31,31,31,a,a,a,a
extr_linuxdriversvideofbdevtridentfb.c_is_blade.c,47,47,29,29,29,29,29,29,0,0,0,0
extr_linuxdriversusbgadgetudclpc32xx_udc.c_lpc32xx_set_selfpowered.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_nginxsrchttpmodulesngx_http_browser_module.c_ngx_http_msie_variable.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_h2odepsbrotlicdecdecode.c_BrotliDecoderSetParameter.c,13,13,8,8,8,8,8,8,0,0,0,0
