name,int-boundsO0,int-boundsO2,int-boundsO3,int-boundsOz,big-arrO0,big-arrO2,big-arrO3,big-arrOz,big-arr-10xO0,big-arr-10xO2,big-arr-10xO3,big-arr-10xOz,linkedO0,linkedO2,linkedO3,linkedOz,dlinkedO0,dlinkedO2,dlinkedO3,dlinkedOz,bintreeO0,bintreeO2,bintreeO3,bintreeOz
extr_obs-studiolibobsaudio-monitoringosx....graphicsaxisang.h_axisang_set.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_tmuxtty.c_tty_window_offset.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_opensslsslssl_stat.c_SSL_alert_desc_string_long.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversusbcorehub.c_to_led_name.c,l,l,l,l,l,l,l,l,l,l,l,l,,,,,,,,,,,,
extr_linuxarcharckernelsetup.c_uboot_arg_invalid.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingrtlwifihalmac..wifi.h_set_hal_stop.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversplatformx86acerhdf.c_acerhdf_get_crit_temp.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmmccorehost.h_mmc_retune_recheck.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfscifsmisc.c_rqst_page_get_length.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxblockbfq-iosched.c_bfq_min_budget.c,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,
extr_linuxdriversmtdnandonenandonenand_base.c_onenand_buffer_address.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetamazonenaena_ethtool.c_ena_get_rxfh_key_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingwilc1000wilc_wlan.c_is_wilc1000.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfscifssess.c_cifs_select_sectype.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversvideoconsolesticon.c_sticon_getxy.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_openpilotpandaboardsafetysafety_chrysler.h_chrysler_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversiioindustrialio-trigger.c_iio_trigger_using_own.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_h2ot00unitlibhandler........libhandlermimemap.c_h2o_mimemap_has_dynamic_type.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_gitpretty.c_is_rfc822_special.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_add_qpn_map.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessinteliwlegacy4965.c_il4965_get_hcmd_size.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversnetethernetsfcfalconnet_driver.h_ef4_port_num.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpiogpiolib.c_gpiochip_get_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmacintoshsmu.c_bcd2hex.c,64,64,64,64,165,165,165,165,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversmediapcisaa7164saa7164-core.c_saa7164_histogram_update.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_curlpackagesOS400ccsidcurl.c_Curl_is_formadd_string.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_libuicommonutf.c_uiprivUTF8EncodeRune.c,1,1,1,1,2,2,2,2,1,1,1,1,,,,,,,,,,,,
extr_darwin-xnuosfmkbankbank.c_bank_get_bank_account_ledger.c,271,271,271,271,271,271,271,271,271,271,271,271,,,,,,,,,,,,
extr_linuxdriversnetethernetcortinagemini.c_gmac_fix_features.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckRangeSbyteLong8.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversvideofbdevssd1307fb.c_ssd1307fb_check_fb.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmisccardreaderrtsx_usb.c_revise_ssc_depth.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_ijkplayerijkmediaijkplayerijkplayer.c_ijkmp_get_weak_thiz.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_HS_CONTROL_REG_CONSTLENGTH.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_masscansrcoutput.c_name_from_ip_proto.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SU_POINT_SIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversfirmwaretegraivc.c_tegra_ivc_frame_phys.c,48004,48004,48004,48004,122404,122404,122404,122404,4804,4804,4804,4804,,,,,,,,,,,,
extr_linuxdriversvhostnet.c_vhost_net_buf_is_empty.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetnfchcicore.c_nfc_hci_set_clientdata.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediav4l2-corev4l2-flash-led-class.c___software_strobe_mode_inactive.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_REG_MDP4_PIPE_CSC_POST_BV.c,149264,149264,149264,149264,149884,149884,149884,149884,148904,148904,148904,148904,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhost1x02_hardware.h_host1x_opcode_nonincr.c,543424612,543424612,543424612,543424612,553582847,553582847,553582847,553582847,537526282,537526282,537526282,537526282,,,,,,,,,,,,
extr_linuxfsocfs2xattr.c_ocfs2_xa_check_space_helper.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversi2cbussesi2c-synquacer.c_synquacer_i2c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_raspberry-pi-osexerciseslesson021zjd0112srcprintf.c_a2d.c,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_goaccesssrcparser.c_parse_time_specificity_string.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addmi_Slot_xt_flix64_slot1_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_phy_get_world_wide_limit.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactosdllwin32comctl32comboex.c_is_textW.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_reactossdklibdriversipnetworkaddress.c_AddrIsUnspecified.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactossdklib3rdpartybzip2compress.c_BZ2_bsInitWrite.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsibe2iscsibe_main.c_beiscsi_eth_get_attr_visibility.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetsissis190.c_sis190_rx_pkt_err.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_emscriptentestsfreealutsrcalutUtil.c__alutFormatConstruct.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetcoreethtool.c___ethtool_get_flags.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_HS_CONFIG_NSAMP.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_exhalbtc_set_single_ant_path.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetinteliceice_common.c_ice_get_media_type.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversiiopressurebmp280-regmap.c_bmp180_is_writeable_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetphyphy-core.c_phy_resolve_aneg_linkmode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_get_rx_frame_len.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxfsxfslibxfsxfs_rmap.h_xfs_rmap_ag_owner.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverscrypton2_core.c_job_finished.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_OP_MODE_CHROMA_DWN_SAMPLE_H_MTHD.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchmipslibdump_tlb.c_msk2str.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetsfcfalconethtool.c_ip6_mask_is_empty.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_emscriptensystemliblibcmuslsrcregexregexec.c_tre_tag_order.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192ee..wifi.h_set_hal_stop.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_of_pci_parse_bus_range.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacmain.c_brcms_c_get_phy_type.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxarchmipskernelcpu-probe.c_cpu_set_nofpu_2008.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosbaseapplicationscalcrpn_ieee.c_rpn_mul_i.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfsadfsdir_f.c_adfs_readval.c,223,223,223,223,223,223,223,223,223,223,223,223,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_brall_decode.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsxfsxfs_filestream.h_xfs_inode_is_filestream.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdnetkpi_interface.c_ifnet_set_tso_mtu.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslsslstatemstatem.c_init_read_state_machine.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdriversfilesystemsext2srcext3indirect.c_Ext2IsBlockEmpty.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labenginecodeuiui_main.c_UI_RemoveServerFromDisplayList.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_escape_id.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxlibtest_kmod.c_test_case_str.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32msvidc32msvideo1.c_get_stride.c,1252,1252,1252,1252,8132,8132,8132,8132,16,16,16,16,,,,,,,,,,,,
extr_kphp-kdbsearchsearch-index.c_percent.c,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,,,,,,,,,,,,
extr_linuxdriversatalibata-zpodd.c_zpodd_zpready.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriverscdromgdrom.c_gdrom_audio_ioctl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_FFmpeglibavformatflacenc_header.c_ff_flac_is_native_layout.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingvc04_servicesbcm2835-codecbcm2835-v4l2-codec.c_setup_mmal_port_format.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfscifsfscache.h_cifs_readpage_from_fscache.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessinteliwlegacy4965.c_il4965_math_div_round.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_CSC_COMP_PREBIAS_REG_VALUE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_cppcore.c_nfp_cpp_explicit_cpp.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckRangeLongSlong.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmexynosexynos_drm_ipp.c___limit_set_val.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_MRT_BUF_INFO_DITHER_MODE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolsperfarch..util..utiltarget.h_target__has_cpu.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CONTROL_3_REG_FRAGCOORDXYREGID.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetdccpproto.c_dccp_packet_name.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxkernelrcurcu.h_rcu_seq_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_h2odepshiredissds.c_is_hex_digit.c,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdvfsvfs_bio.c_buf_dataptr.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdkfdkfd_device_queue_manager.h_get_sh_mem_bases_32.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessathath10kmac.c_ath10k_mac_op_set_frag_threshold.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdnetif_bond.c_bondport_flags_set_mux_attached.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_mimikatzmodulesrpckull_m_rpc_ms-drsr_c.c_SRV_IDL_DRSCrackNamesNotImplemented.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cumac.c__rtl92c_query_rxpwrpercentage.c,0,0,0,0,0,0,0,0,100,100,100,100,,,,,,,,,,,,
extr_linuxdriversperfarm-ccn.c_arm_ccn_pmu_type_eq.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleparse.c_ConvertTokenToDec.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosbaseshellcmdfor.c_Exiting.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversinfinibandhwusnicusnic_fwd.h_usnic_fwd_init_udp_filter.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediapcitw5864tw5864-video.c_tw5864_enum_fmt_vid_cap.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundsoccodecs....hdalocal.h_get_wcaps_channels.c,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,
extr_linuxdriversmediapcicx88cx88-core.c_norm_vdelay.c,24,24,24,24,24,24,24,24,24,24,24,24,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_DDC_SETUP_TIMEOUT.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdkfdkfd_pasid.c_kfd_set_pasid_limit.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxarchpowerpcplatformspowernvopal-irqchip.c_opal_event_set_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversedaci7core_edac.c_numdimms.c,1,1,1,1,4,4,4,4,3,3,3,3,,,,,,,,,,,,
extr_linuxsoundsoccodecssta529.c_sta529_readable.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxkerneltrace....blockblk-mq-tag.h_blk_mq_tag_is_reserved.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxkernelauditfilter.c_audit_to_inode.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_03000.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsi3w-9xxx.c_twa_check_bits.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispdpu1dpu_hw_interrupts.c___setup_intr_ops.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosbootfreeldrfreeldrlibfspxe.c_PxeDiskGetFileInformation.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversblockrsxxcore.c_rsxx_mask_interrupts.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetemulexbenetbe_cmds.h_check_privilege.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversmediaplatformvsp1vsp1_entity.c_vsp1_entity_get_pad_config.c,229,229,229,229,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversmddm-raid.c_rt_is_raid0.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslsslstatemstatem.c_ossl_statem_get_in_handshake.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_icount_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchs390kvmkvm-s390.c_kvm_arch_vcpu_block_finish.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorLessThan.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediai2ctvaudio.c_tda9855_bass.c,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,
extr_swayswayipc-json.c_ipc_json_output_transform_description.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsiesas2resas2r_log.c_translate_esas2r_event_level_to_kernel.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxnetnetfilteripvsip_vs_est.c_ip_vs_read_estimator.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_PS_REPL_MODE_C7.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetkeyaf_key.c_pfkey_mode_to_xfrm.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxsoundpciau88x0au88x0_a3d.c_snd_vortex_a3d_ild_info.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxkernelgcovgcc_4_7.c_gcov_info_unlink.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetsfcef10.c_efx_ef10_is_vf.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxtoolsperfuigtk....utilevent.h_perf_synth__raw_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversblockdrbddrbd_actlog.c_al_extent_to_bm_page.c,12,12,12,12,31,31,31,31,1,1,1,1,,,,,,,,,,,,
extr_jqsrcjv.c_jvp_string_length.c,239,239,239,239,239,239,239,239,239,239,239,239,,,,,,,,,,,,
extr_reactosdlldirectxwined3d9d3d9_private.h_d3dusage_from_wined3dusage.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetmellanoxmlx4en_ethtool.c_mlx4_en_get_rxfh_key_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxxmit_linux.c_rtw_remainder_len.c,521,521,521,521,521,521,521,521,521,521,521,521,,,,,,,,,,,,
extr_radare2librasmarcharmaarch64aarch64-opc.c_fp_qualifier_p.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_croatian.h_mac_croatian_wctomb.c,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,
extr_darwin-xnubsdnetnecp.c_necp_mark_packet_from_interface.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labenginecodecgamecg_playerstate.c_pushReward.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_10nm_PHY_LN_OFFSET_BOT_CTRL.c,12832,12832,12832,12832,32672,32672,32672,32672,1312,1312,1312,1312,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_DS_CONTROL_REG_SHADEROBJOFFSET.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nodemcu-firmwareappsjsonjsonsl.c_get_escape_equiv.c,a,a,a,a,a,a,a,a,a,a,a,a,,,,,,,,,,,,
extr_linuxdriversnetwirelessathath6klhtc_mbox.c_ath6kl_htc_rx_update_stats.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxkerneleventscore.c_perf_unregister_guest_info_callbacks.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsnilfs2super.c_nilfs_set_default_options.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchsparckernelunaligned_32.c_decode_signedness.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsiqla2xxxqla_sup.c_nvram_data_addr.c,511,511,511,511,511,511,511,511,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversiommuexynos-iommu.c_lv1ent_offset.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_FFmpeglibavutilsamplefmt.c_av_sample_fmt_is_planar.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsefsinode.c_efs_extent_check.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetcanpeak_canfdpeak_pciefd_main.c_pciefd_irq_is_lnk.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplaydccalcsdcn_calc_math.c_dcn_bw_floor2.c,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,,,,,,,,,,,,
extr_linuxdriverss390netctcm_main.c_ctcm_dev_setup.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32comctl32imagelist.c_get_dib_stride.c,1252,1252,1252,1252,8132,8132,8132,8132,16,16,16,16,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_DBGC_CFG_DBGBUS_SEL_D_PING_INDEX.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_VS_CTRL_REG0_BRANCHSTACK.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labq3map2libspicomodellwoenvelope.c_bezier.c,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,-1267650449112501949668056367104.000000,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_DRAW_INDX_2_1_PRIM_TYPE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfscephsuper.h___ceph_has_any_quota.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_CSC_MATRIX_COEFF_1_COEFF_13.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetdsamv88e6xxxglobal2.h_mv88e6xxx_g2_write.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetsissis190.c_sis190_set_rgmii.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsicxgbicxgb3icxgb3i.c_abort_status_to_errno.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchx86kernelcpumicrocodeintel.c_cpu_signatures_match.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxtoolsperfutilevent.h_perf_sample__synth_ptr.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_kphp-kdbmsg-searchhash-user-names.c_percent.c,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacrate.h_is_mcs_rate.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpckvme500_mmu.c_tlb0_set_base.c,9600,9600,9600,9600,64770,64770,64770,64770,80,80,80,80,,,,,,,,,,,,
extr_linuxarchx86mmpageattr.c_within.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_zstdliblegacyzstd_v06.c_ZSTDv06_nextSrcSizeToDecompress.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversvideofbdevmx3fb.c_bpp_to_pixfmt.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_IGC_LUT_REG_VAL.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librbinformatmach0mach0.c_prot2perm.c,1,1,1,1,7,7,7,7,2,2,2,2,,,,,,,,,,,,
